name,model,acc0,acc1,acc
vwg-0709-0007,model3,,0.057118727350899824,0.057118727350899824
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.009712031719430195,0.0,0.009270567119920404
vwg-0709-0007,model3,0.0,0.0,0.0021758241758241758
vwg-0709-0007,model1,0.012858255517409116,0.0,0.014593567522476597
vwg-0709-0007,model2,0.023758624139627857,0.04403304052164312,0.050315796852546356
vwg-0709-0007,model3,0.0,0.007223564073611558,0.006639585953770336
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.002366922208584752,0.002366922208584752
vwg-0709-0007,model3,,0.0034328550636165515,0.0034328550636165515
vwg-0709-0007,model1,0.06485962538876724,,0.06485962538876724
vwg-0709-0007,model2,0.07268336901989592,0.0,0.05553930028005517
vwg-0709-0007,model3,0.0,0.0,0.03265551173672657
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.028130215469453795,0.028130215469453795
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,0.020622279225487393,,0.020622279225487393
vwg-0709-0007,model2,0.02772938697429623,0.0,0.03308031213762333
vwg-0709-0007,model3,0.0,0.0,0.0503023193713283
vwg-0709-0007,model1,0.034043149341552253,,0.034043149341552253
vwg-0709-0007,model2,0.030866832974020063,0.0,0.028023910661771772
vwg-0709-0007,model3,0.0,0.0,0.024324324324324326
vwg-0709-0007,model1,0.059520456083850815,,0.059520456083850815
vwg-0709-0007,model2,0.16376792314232666,0.0,0.14687319480433741
vwg-0709-0007,model3,0.0,0.0,0.08551261055980489
vwg-0709-0007,model1,0.0711517930438999,,0.0711517930438999
vwg-0709-0007,model2,0.047262162815569386,0.0,0.047262162815569386
vwg-0709-0007,model3,0.0,0.0,0.03288862592182037
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.5933886162351215,0.6072471933169415
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.0033022762118174315,0.1939885020430003,0.18461990820023857
vwg-0709-0007,model3,0.0,0.0,0.0
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.26002006111642445,0.0,0.16217789111126416
vwg-0709-0007,model3,0.0,,0.0
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.19197889826238584,0.006951812815857521,0.3533292259760812
vwg-0709-0007,model3,0.0,0.0,0.0
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.14581649516296813,0.0,0.14559207110831432
vwg-0709-0007,model3,0.0,,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.004258978894351841,0.004258978894351841
vwg-0709-0007,model3,,0.00519917792144964,0.00519917792144964
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.0,0.0,0.09821891883642135
vwg-0709-0007,model3,0.0,0.0,0.05549361639529572
vwg-0709-0007,model1,0.0,0.0,0.37540635498050723
vwg-0709-0007,model2,0.0,0.44674972513230676,0.44674972513230676
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.5455449073120208,0.5425238535615596
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.023168369478521782,0.023168369478521782
vwg-0709-0007,model3,,0.008696470373549044,0.008696470373549044
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.015880339137179383,0.015880339137179383
vwg-0709-0007,model3,,0.017660881333749757,0.017660881333749757
vwg-0709-0007,model1,0.07383969747661961,0.0,0.07376253840827006
vwg-0709-0007,model2,0.07357095294618818,0.0006211834654272578,0.05382498673596935
vwg-0709-0007,model3,0.0,0.0004523205660468798,0.03238130623717752
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.021259040622764135,0.021259040622764135
vwg-0709-0007,model3,,0.02667771591753524,0.02667771591753524
vwg-0709-0007,model1,0.0,0.0,0.09018391183535063
vwg-0709-0007,model2,,0.02746290784069408,0.02746290784069408
vwg-0709-0007,model3,,0.01995184651232964,0.01995184651232964
vwg-0709-0007,model1,0.042650861385196234,,0.042650861385196234
vwg-0709-0007,model2,0.04152476929611182,0.0,0.040979905385554814
vwg-0709-0007,model3,0.0,0.0,0.016815992744785315
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.003570840064757575,0.003570840064757575
vwg-0709-0007,model3,,0.0025522810860429566,0.0025522810860429566
vwg-0709-0007,model1,0.0,0.0,0.17089471594918842
vwg-0709-0007,model2,0.0,0.1892426192435717,0.1722011111111111
vwg-0709-0007,model3,,0.16579338114473505,0.16579338114473505
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.08688470612565886,0.08688470612565886
vwg-0709-0007,model3,,0.09121861226518792,0.09121861226518792
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.07918681849780625,8.14759609969782e-05,0.057319021562982596
vwg-0709-0007,model3,0.0,0.0,0.005564416515763848
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.031490748602215325,0.031490748602215325
vwg-0709-0007,model3,,0.013910493059012223,0.013910493059012223
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.012085365697532997,0.0,0.003261487328050691
vwg-0709-0007,model3,0.0,0.0,0.001479099879979819
vwg-0709-0007,model1,0.020911068277069445,,0.020911068277069445
vwg-0709-0007,model2,0.016328174443357688,0.0,0.015816047882834184
vwg-0709-0007,model3,0.0,0.0,0.01128039207113245
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.04767143983184446,0.0,0.024540017993543495
vwg-0709-0007,model3,0.0,0.0,0.04075857894560943
vwg-0709-0007,model1,0.0,0.0,0.10362364448961209
vwg-0709-0007,model2,0.0,0.06465110170180563,0.06448930555394637
vwg-0709-0007,model3,,0.08312654801784787,0.08312654801784787
vwg-0709-0007,model1,0.22446146521905821,,0.22446146521905821
vwg-0709-0007,model2,0.19280912701643912,0.0,0.16593087446372817
vwg-0709-0007,model3,0.0,0.0,0.11388972582103044
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.2893299568500289,0.0,0.09606361064801468
vwg-0709-0007,model3,0.0,0.0,0.09405323587967382
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.5309213527660391,0.1315300661139679,0.40056130131659684
vwg-0709-0007,model3,0.0,0.0,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.010915132473125871,0.010915132473125871
vwg-0709-0007,model3,,0.018779396189456662,0.018779396189456662
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.012865486767263668,0.006039104825437757,0.012919667238707478
vwg-0709-0007,model3,0.0,0.005445779297756732,0.01255687741759473
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.004775368094299257,0.004775368094299257
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,0.0,0.0,0.08198265627419604
vwg-0709-0007,model2,0.0,0.0728595476858739,0.07202618816836702
vwg-0709-0007,model3,,0.07410360386460026,0.07410360386460026
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.015977650555983706,0.0,0.01047321144656159
vwg-0709-0007,model3,0.0,0.0,0.011021872863978127
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.0033210157208908558,0.0033210157208908558
vwg-0709-0007,model3,,0.0015279688992157127,0.0015279688992157127
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.010562929148654483,0.010562929148654483
vwg-0709-0007,model3,,0.02936927309070039,0.02936927309070039
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.006197802878879438,0.006197802878879438
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.0011777569228662579,0.0011777569228662579
vwg-0709-0007,model3,,0.0012297591607308943,0.0012297591607308943
vwg-0709-0007,model1,0.011621465315191915,,0.011621465315191915
vwg-0709-0007,model2,0.016352718457413547,0.0,0.01488716673977677
vwg-0709-0007,model3,0.0,0.0,0.01977695244311148
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.05984147763702379,0.05984147763702379
vwg-0709-0007,model3,,0.05547782807527626,0.05547782807527626
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.015198590431613068,0.015198590431613068
vwg-0709-0007,model3,,0.017094429742174455,0.017094429742174455
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.0033127340450960084,0.0033127340450960084
vwg-0709-0007,model3,,0.003533977178555492,0.003533977178555492
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.3201174110145414,0.0,0.34118209855450743
vwg-0709-0007,model3,0.0,,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.005934904789866622,0.005934904789866622
vwg-0709-0007,model3,,0.0018859181188236181,0.0018859181188236181
vwg-0709-0007,model1,0.016207786269514666,,0.016207786269514666
vwg-0709-0007,model2,0.016022610388232637,0.0,0.01470722098618294
vwg-0709-0007,model3,0.0,0.0,0.011400052836516924
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.005456829195174615,0.005456829195174615
vwg-0709-0007,model3,,0.004175205007453229,0.004175205007453229
vwg-0709-0007,model1,0.07765283355644802,,0.07765283355644802
vwg-0709-0007,model2,0.09547584299869422,0.0,0.09547584299869422
vwg-0709-0007,model3,0.0,0.0,0.12310413129598188
vwg-0709-0007,model1,0.20176090110917094,,0.20176090110917094
vwg-0709-0007,model2,0.1732410210827477,0.0,0.10239249924480227
vwg-0709-0007,model3,0.0,0.0,0.12186755845879582
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.08788398063083044,0.08788398063083044
vwg-0709-0007,model3,,0.2385936211439567,0.2385936211439567
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.14785357106322547,0.14785357106322547
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,0.03288825757575758,,0.03288825757575758
vwg-0709-0007,model2,0.04280414607392435,0.0,0.040207695380109175
vwg-0709-0007,model3,0.0,0.0,0.015281215281215281
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.04369443582213096,0.04369443582213096
vwg-0709-0007,model3,,0.044099390728828305,0.044099390728828305
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.39814566697036285,0.39771936399164837
vwg-0709-0007,model3,,0.0,0.0
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.01829425966906471,0.01829425966906471
vwg-0709-0007,model3,,0.012639536500231073,0.012639536500231073
vwg-0709-0007,model1,0.07083991450690659,0.0,0.0734543743856503
vwg-0709-0007,model2,0.08299662318778167,0.0015509384913998147,0.0641057942954695
vwg-0709-0007,model3,0.0,0.002704939446350286,0.0643527028778537
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.2451809885050324,0.05323334527350486,0.2677471236084984
vwg-0709-0007,model3,0.0,0.0,0.0
vwg-0709-0007,model1,0.04981102752805968,0.0,0.04958877475078696
vwg-0709-0007,model2,0.029411041788709142,0.0010286434667605077,0.021273070959794405
vwg-0709-0007,model3,0.0,0.00015420488310052453,0.023437918056472183
vwg-0709-0007,model1,0.0,0.0,0.0
vwg-0709-0007,model2,0.026132621163768372,0.00016590654967950656,0.017753147953830012
vwg-0709-0007,model3,0.0,0.00015886044110249145,0.028857992004024464
vwg-0709-0007,model1,0.0,,0.0
vwg-0709-0007,model2,0.24833598352802072,0.0,0.24773180455456442
vwg-0709-0007,model3,0.0,,0.0
vwg-0709-0007,model1,0.2892550567340898,0.0,0.34384695499643697
vwg-0709-0007,model2,0.42848289732156775,0.0557964755836721,0.4092425168999884
vwg-0709-0007,model3,0.0,0.04440049286873932,0.25322745009894865
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.0019018347611244597,0.0019018347611244597
vwg-0709-0007,model3,,0.0015618408804877963,0.0015618408804877963
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.08955578262409815,0.08951918046087702
vwg-0709-0007,model3,,0.09281254590282263,0.09281254590282263
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,,0.017282373164900448,0.017282373164900448
vwg-0709-0007,model3,,0.011885493417079358,0.011885493417079358
vwg-0709-0007,model1,0.04884395342520961,0.0,0.049726211023401294
vwg-0709-0007,model2,0.06302290642426682,0.0009713748281766223,0.051627075630022785
vwg-0709-0007,model3,0.0,0.0009642047369549897,0.05434495358029231
vwg-0709-0007,model1,,0.0,0.0
vwg-0709-0007,model2,0.0,0.04178375759719036,0.04178375759719036
vwg-0709-0007,model3,,0.03551614429449659,0.03551614429449659
